id,name,type1,type2,hp,attack,defense,special-attack,special-defense,speed,weight,height,image_url,generation,category,total_stats,combined_type
514,simisear,fuego,,75,98,63,98,63,101,280,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png,5,Común,498,fuego
515,panpour,agua,,50,53,48,53,48,64,135,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png,5,Común,316,agua
516,simipour,agua,,75,98,63,98,63,101,290,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png,5,Común,498,agua
517,munna,psíquico,,76,25,45,67,55,24,233,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png,5,Común,292,psíquico
518,musharna,psíquico,,116,55,85,107,95,29,605,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png,5,Común,487,psíquico
519,pidove,normal,volador,50,55,50,36,30,43,21,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png,5,Común,264,normal/volador
520,tranquill,normal,volador,62,77,62,50,42,65,150,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png,5,Común,358,normal/volador
521,unfezant,normal,volador,80,115,80,65,55,93,290,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png,5,Común,488,normal/volador
522,blitzle,eléctrico,,45,60,32,50,32,76,298,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png,5,Común,295,eléctrico
523,zebstrika,eléctrico,,75,100,63,80,63,116,795,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png,5,Común,497,eléctrico
524,roggenrola,roca,,55,75,85,25,25,15,180,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png,5,Común,280,roca
525,boldore,roca,,70,105,105,50,40,20,1020,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png,5,Común,390,roca
526,gigalith,roca,,85,135,130,60,80,25,2600,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png,5,Común,515,roca
527,woobat,psíquico,volador,65,45,43,55,43,72,21,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png,5,Común,323,psíquico/volador
528,swoobat,psíquico,volador,67,57,55,77,55,114,105,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png,5,Común,425,psíquico/volador
529,drilbur,tierra,,60,85,40,30,45,68,85,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png,5,Común,328,tierra
530,excadrill,tierra,acero,110,135,60,50,65,88,404,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png,5,Común,508,tierra/acero
531,audino,normal,,103,60,86,60,86,50,310,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png,5,Común,445,normal
532,timburr,lucha,,75,80,55,25,35,35,125,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png,5,Común,305,lucha
533,gurdurr,lucha,,85,105,85,40,50,40,400,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png,5,Común,405,lucha
534,conkeldurr,lucha,,105,140,95,55,65,45,870,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png,5,Común,505,lucha
535,tympole,agua,,50,50,40,50,40,64,45,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png,5,Común,294,agua
536,palpitoad,agua,tierra,75,65,55,65,55,69,170,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png,5,Común,384,agua/tierra
537,seismitoad,agua,tierra,105,95,75,85,75,74,620,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png,5,Común,509,agua/tierra
538,throh,lucha,,120,100,85,30,85,45,555,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png,5,Común,465,lucha
539,sawk,lucha,,75,125,75,30,75,85,510,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png,5,Común,465,lucha
540,sewaddle,bicho,planta,45,53,70,40,60,42,25,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png,5,Común,310,bicho/planta
541,swadloon,bicho,planta,55,63,90,50,80,42,73,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png,5,Común,380,bicho/planta
542,leavanny,bicho,planta,75,103,80,70,80,92,205,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png,5,Común,500,bicho/planta
543,venipede,bicho,veneno,30,45,59,30,39,57,53,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png,5,Común,260,bicho/veneno
544,whirlipede,bicho,veneno,40,55,99,40,79,47,585,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png,5,Común,360,bicho/veneno
545,scolipede,bicho,veneno,60,100,89,55,69,112,2005,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png,5,Común,485,bicho/veneno
546,cottonee,planta,hada,40,27,60,37,50,66,6,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png,5,Común,280,planta/hada
547,whimsicott,planta,hada,60,67,85,77,75,116,66,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png,5,Común,480,planta/hada
548,petilil,planta,,45,35,50,70,50,30,66,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png,5,Común,280,planta
549,lilligant,planta,,70,60,75,110,75,90,163,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png,5,Común,480,planta
550,basculin-red-striped,agua,,70,92,65,80,55,98,180,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png,5,Común,460,agua
551,sandile,tierra,oscuro,50,72,35,35,35,65,152,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png,5,Común,292,tierra/oscuro
552,krokorok,tierra,oscuro,60,82,45,45,45,74,334,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png,5,Común,351,tierra/oscuro
553,krookodile,tierra,oscuro,95,117,80,65,70,92,963,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png,5,Común,519,tierra/oscuro
554,darumaka,fuego,,70,90,45,15,45,50,375,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png,5,Común,315,fuego
555,darmanitan-standard,fuego,,105,140,55,30,55,95,929,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png,5,Común,480,fuego
556,maractus,planta,,75,86,67,106,67,60,280,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png,5,Común,461,planta
557,dwebble,bicho,roca,50,65,85,35,35,55,145,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png,5,Común,325,bicho/roca
558,crustle,bicho,roca,70,105,125,65,75,45,2000,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png,5,Común,485,bicho/roca
559,scraggy,oscuro,lucha,50,75,70,35,70,48,118,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png,5,Común,348,oscuro/lucha
560,scrafty,oscuro,lucha,65,90,115,45,115,58,300,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,5,Común,488,oscuro/lucha
561,sigilyph,psíquico,volador,72,58,80,103,80,97,140,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,5,Común,490,psíquico/volador
562,yamask,fantasma,,38,30,85,55,65,30,15,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png,5,Común,303,fantasma
563,cofagrigus,fantasma,,58,50,145,95,105,30,765,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,5,Común,483,fantasma
564,tirtouga,agua,roca,54,78,103,53,45,22,165,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png,5,Común,355,agua/roca
565,carracosta,agua,roca,74,108,133,83,65,32,810,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,5,Común,495,agua/roca
566,archen,roca,volador,55,112,45,74,45,70,95,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,5,Común,401,roca/volador
567,archeops,roca,volador,75,140,65,112,65,110,320,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,5,Común,567,roca/volador
568,trubbish,veneno,,50,50,62,40,62,65,310,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,5,Común,329,veneno
569,garbodor,veneno,,80,95,82,60,82,75,1073,19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,5,Común,474,veneno
570,zorua,oscuro,,40,65,40,80,40,65,125,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,5,Común,330,oscuro
571,zoroark,oscuro,,60,105,60,120,60,105,811,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,5,Común,510,oscuro
572,minccino,normal,,55,50,40,40,40,75,58,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,5,Común,300,normal
573,cinccino,normal,,75,95,60,65,60,115,75,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,5,Común,470,normal
574,gothita,psíquico,,45,30,50,55,65,45,58,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png,5,Común,290,psíquico
575,gothorita,psíquico,,60,45,70,75,85,55,180,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png,5,Común,390,psíquico
576,gothitelle,psíquico,,70,55,95,95,110,65,440,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png,5,Común,490,psíquico
577,solosis,psíquico,,45,30,40,105,50,20,10,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png,5,Común,290,psíquico
578,duosion,psíquico,,65,40,50,125,60,30,80,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png,5,Común,370,psíquico
579,reuniclus,psíquico,,110,65,75,125,85,30,201,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png,5,Común,490,psíquico
580,ducklett,agua,volador,62,44,50,44,50,55,55,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png,5,Común,305,agua/volador
581,swanna,agua,volador,75,87,63,87,63,98,242,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png,5,Común,473,agua/volador
582,vanillite,hielo,,36,50,50,65,60,44,57,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png,5,Común,305,hielo
583,vanillish,hielo,,51,65,65,80,75,59,410,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png,5,Común,395,hielo
584,vanilluxe,hielo,,71,95,85,110,95,79,575,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png,5,Común,535,hielo
585,deerling,normal,planta,60,60,50,40,50,75,195,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png,5,Común,335,normal/planta
586,sawsbuck,normal,planta,80,100,70,60,70,95,925,19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png,5,Común,475,normal/planta
587,emolga,eléctrico,volador,55,75,60,75,60,103,50,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png,5,Común,428,eléctrico/volador
588,karrablast,bicho,,50,75,45,40,45,60,59,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png,5,Común,315,bicho
589,escavalier,bicho,acero,70,135,105,60,105,20,330,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png,5,Común,495,bicho/acero
590,foongus,planta,veneno,69,55,45,55,55,15,10,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png,5,Común,294,planta/veneno
591,amoonguss,planta,veneno,114,85,70,85,80,30,105,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png,5,Común,464,planta/veneno
592,frillish,agua,fantasma,55,40,50,65,85,40,330,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png,5,Común,335,agua/fantasma
593,jellicent,agua,fantasma,100,60,70,85,105,60,1350,22,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png,5,Común,480,agua/fantasma
594,alomomola,agua,,165,75,80,40,45,65,316,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png,5,Común,470,agua
595,joltik,bicho,eléctrico,50,47,50,57,50,65,6,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png,5,Común,319,bicho/eléctrico
596,galvantula,bicho,eléctrico,70,77,60,97,60,108,143,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png,5,Común,472,bicho/eléctrico
597,ferroseed,planta,acero,44,50,91,24,86,10,188,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png,5,Común,305,planta/acero
598,ferrothorn,planta,acero,74,94,131,54,116,20,1100,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png,5,Común,489,planta/acero
599,klink,acero,,40,55,70,45,60,30,210,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png,5,Común,300,acero
600,klang,acero,,60,80,95,70,85,50,510,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png,5,Común,440,acero
601,klinklang,acero,,60,100,115,70,85,90,810,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png,5,Común,520,acero
602,tynamo,eléctrico,,35,55,40,45,40,60,3,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png,5,Común,275,eléctrico
603,eelektrik,eléctrico,,65,85,70,75,70,40,220,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png,5,Común,405,eléctrico
604,eelektross,eléctrico,,85,115,80,105,80,50,805,21,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png,5,Común,515,eléctrico
605,elgyem,psíquico,,55,55,55,85,55,30,90,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png,5,Común,335,psíquico
606,beheeyem,psíquico,,75,75,75,125,95,40,345,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png,5,Común,485,psíquico
607,litwick,fantasma,fuego,50,30,55,65,55,20,31,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png,5,Común,275,fantasma/fuego
608,lampent,fantasma,fuego,60,40,60,95,60,55,130,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png,5,Común,370,fantasma/fuego
609,chandelure,fantasma,fuego,60,55,90,145,90,80,343,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png,5,Común,520,fantasma/fuego
610,axew,dragón,,46,87,60,30,40,57,180,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png,5,Común,320,dragón
611,fraxure,dragón,,66,117,70,40,50,67,360,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png,5,Común,410,dragón
612,haxorus,dragón,,76,147,90,60,70,97,1055,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png,5,Común,540,dragón
613,cubchoo,hielo,,55,70,40,60,40,40,85,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png,5,Común,305,hielo
614,beartic,hielo,,95,130,80,70,80,50,2600,26,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png,5,Común,505,hielo
615,cryogonal,hielo,,80,50,50,95,135,105,1480,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png,5,Común,515,hielo
616,shelmet,bicho,,50,40,85,40,65,25,77,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png,5,Común,305,bicho
617,accelgor,bicho,,80,70,40,100,60,145,253,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png,5,Común,495,bicho
618,stunfisk,tierra,eléctrico,109,66,84,81,99,32,110,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png,5,Común,471,tierra/eléctrico
619,mienfoo,lucha,,45,85,50,55,50,65,200,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png,5,Común,350,lucha
620,mienshao,lucha,,65,125,60,95,60,105,355,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png,5,Común,510,lucha
621,druddigon,dragón,,77,120,90,60,90,48,1390,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png,5,Común,485,dragón
622,golett,tierra,fantasma,59,74,50,35,50,35,920,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png,5,Común,303,tierra/fantasma
623,golurk,tierra,fantasma,89,124,80,55,80,55,3300,28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png,5,Común,483,tierra/fantasma
624,pawniard,oscuro,acero,45,85,70,40,40,60,102,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png,5,Común,340,oscuro/acero
625,bisharp,oscuro,acero,65,125,100,60,70,70,700,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png,5,Común,490,oscuro/acero
626,bouffalant,normal,,95,110,95,40,95,55,946,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png,5,Común,490,normal
627,rufflet,normal,volador,70,83,50,37,50,60,105,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png,5,Común,350,normal/volador
628,braviary,normal,volador,100,123,75,57,75,80,410,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png,5,Común,510,normal/volador
629,vullaby,oscuro,volador,70,55,75,45,65,60,90,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png,5,Común,370,oscuro/volador
630,mandibuzz,oscuro,volador,110,65,105,55,95,80,395,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png,5,Común,510,oscuro/volador
631,heatmor,fuego,,85,97,66,105,66,65,580,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png,5,Común,484,fuego
632,durant,bicho,acero,58,109,112,48,48,109,330,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png,5,Común,484,bicho/acero
633,deino,oscuro,dragón,52,65,50,45,50,38,173,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png,5,Común,300,oscuro/dragón
634,zweilous,oscuro,dragón,72,85,70,65,70,58,500,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png,5,Común,420,oscuro/dragón
635,hydreigon,oscuro,dragón,92,105,90,125,90,98,1600,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png,5,Común,600,oscuro/dragón
636,larvesta,bicho,fuego,55,85,55,50,55,60,288,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png,5,Común,360,bicho/fuego
637,volcarona,bicho,fuego,85,60,65,135,105,100,460,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png,5,Común,550,bicho/fuego
638,cobalion,acero,lucha,91,90,129,90,72,108,2500,21,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png,5,Legendario,580,acero/lucha
639,terrakion,roca,lucha,91,129,90,72,90,108,2600,19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png,5,Legendario,580,roca/lucha
640,virizion,planta,lucha,91,90,72,90,129,108,2000,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png,5,Legendario,580,planta/lucha
641,tornadus-incarnate,volador,,79,115,70,125,80,111,630,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png,5,Legendario,580,volador
642,thundurus-incarnate,eléctrico,volador,79,115,70,125,80,111,610,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png,5,Legendario,580,eléctrico/volador
643,reshiram,dragón,fuego,100,120,100,150,120,90,3300,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png,5,Legendario,680,dragón/fuego
644,zekrom,dragón,eléctrico,100,150,120,120,100,90,3450,29,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png,5,Legendario,680,dragón/eléctrico
645,landorus-incarnate,tierra,volador,89,125,90,115,80,101,680,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png,5,Legendario,600,tierra/volador
646,kyurem,dragón,hielo,125,130,90,130,90,95,3250,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png,5,Legendario,660,dragón/hielo
647,keldeo-ordinary,agua,lucha,91,72,90,129,90,108,485,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png,5,Mítico,580,agua/lucha
648,meloetta-aria,normal,psíquico,100,77,77,128,128,90,65,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png,5,Mítico,600,normal/psíquico
649,genesect,bicho,acero,71,120,95,120,95,99,825,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png,5,Mítico,600,bicho/acero
650,chespin,planta,,56,61,65,48,45,38,90,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png,6,Común,313,planta
651,quilladin,planta,,61,78,95,56,58,57,290,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png,6,Común,405,planta
652,chesnaught,planta,lucha,88,107,122,74,75,64,900,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png,6,Común,530,planta/lucha
653,fennekin,fuego,,40,45,40,62,60,60,94,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png,6,Común,307,fuego
654,braixen,fuego,,59,59,58,90,70,73,145,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png,6,Común,409,fuego
655,delphox,fuego,psíquico,75,69,72,114,100,104,390,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png,6,Común,534,fuego/psíquico
656,froakie,agua,,41,56,40,62,44,71,70,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png,6,Común,314,agua
657,frogadier,agua,,54,63,52,83,56,97,109,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png,6,Común,405,agua
658,greninja,agua,oscuro,72,95,67,103,71,122,400,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png,6,Común,530,agua/oscuro
659,bunnelby,normal,,38,36,38,32,36,57,50,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png,6,Común,237,normal
660,diggersby,normal,tierra,85,56,77,50,77,78,424,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png,6,Común,423,normal/tierra
661,fletchling,normal,volador,45,50,43,40,38,62,17,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png,6,Común,278,normal/volador
662,fletchinder,fuego,volador,62,73,55,56,52,84,160,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png,6,Común,382,fuego/volador
663,talonflame,fuego,volador,78,81,71,74,69,126,245,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png,6,Común,499,fuego/volador
664,scatterbug,bicho,,38,35,40,27,25,35,25,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/664.png,6,Común,200,bicho
665,spewpa,bicho,,45,22,60,27,30,29,84,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/665.png,6,Común,213,bicho
666,vivillon,bicho,volador,80,52,50,90,50,89,170,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/666.png,6,Común,411,bicho/volador
667,litleo,fuego,normal,62,50,58,73,54,72,135,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/667.png,6,Común,369,fuego/normal
668,pyroar,fuego,normal,86,68,72,109,66,106,815,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/668.png,6,Común,507,fuego/normal
669,flabebe,hada,,44,38,39,61,79,42,1,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/669.png,6,Común,303,hada
670,floette,hada,,54,45,47,75,98,52,9,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png,6,Común,371,hada
671,florges,hada,,78,65,68,112,154,75,100,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png,6,Común,552,hada
672,skiddo,planta,,66,65,48,62,57,52,310,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png,6,Común,350,planta
673,gogoat,planta,,123,100,62,97,81,68,910,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png,6,Común,531,planta
674,pancham,lucha,,67,82,62,46,48,43,80,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png,6,Común,348,lucha
675,pangoro,lucha,oscuro,95,124,78,69,71,58,1360,21,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png,6,Común,495,lucha/oscuro
676,furfrou,normal,,75,80,60,65,90,102,280,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png,6,Común,472,normal
677,espurr,psíquico,,62,48,54,63,60,68,35,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png,6,Común,355,psíquico
678,meowstic-male,psíquico,,74,48,76,83,81,104,85,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/678.png,6,Común,466,psíquico
679,honedge,acero,fantasma,45,80,100,35,37,28,20,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png,6,Común,325,acero/fantasma
680,doublade,acero,fantasma,59,110,150,45,49,35,45,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png,6,Común,448,acero/fantasma
681,aegislash-shield,acero,fantasma,60,50,140,50,140,60,530,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png,6,Común,500,acero/fantasma
682,spritzee,hada,,78,52,60,63,65,23,5,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png,6,Común,341,hada
